row_id,amount,class,anomaly_score
290,10.27,0,2.1034
291,8.97,0,9.5045
292,1.19,0,0.7022
293,45.0,0,2.1168
294,95.56,0,2.3025
295,13.99,0,1.3478
296,12.99,0,1.3599
297,526.96,0,1.8442
298,70.0,0,1.7651
299,4.38,0,3.0231
300,12.99,0,1.2223
301,24.0,0,0.925
302,1.0,0,2.6499
303,17.56,0,0.6702
304,12.99,0,2.2973
305,18.96,0,1.025
306,22.58,0,2.436
307,99.82,0,2.5874
308,25.36,0,1.6237
309,7.81,0,1.8737
310,18.61,0,1.4001
311,49.99,0,1.0499
312,17.24,0,1.8243
313,34.0,0,1.9633
314,35.11,0,2.1933
315,1.0,0,3.8686
316,29.95,0,0.7911
317,45.3,0,1.049
318,79.18,0,0.9601
319,26.98,0,1.9825
320,1.98,0,2.3663
321,42.81,0,2.5157
322,25.0,0,2.1271
323,0.99,0,1.3597
324,7.14,0,2.0575
325,9.99,0,0.9578
326,32.51,0,1.1583
327,8.99,0,2.5196
328,10.0,0,1.5252
329,10.62,0,2.084
330,4.81,0,4.4609
331,12.2,0,3.8535
332,12.31,0,3.9946
333,2.69,0,0.9137
334,100.37,0,1.0576
335,1.5,0,2.1172
336,1.98,0,0.854
337,2.98,0,1.3086
338,18.94,0,3.9297
339,10.0,0,1.7648
340,13.28,0,1.6075
341,5.96,0,1.4196
342,31.8,0,1.4364
343,120.0,0,1.2213
344,24.0,0,2.3485
345,231.71,0,2.4634
346,13.53,0,2.2247
347,18.45,0,1.6463
348,1.98,0,0.8797
349,13.79,0,1.1454
350,20.17,0,0.7863
351,9.99,0,2.5632
352,55.45,0,3.1835
353,0.99,0,0.9937
354,26.5,0,2.8358
355,99.0,0,1.3552
356,5.46,0,3.7632
357,1.98,0,1.3834
358,49.99,0,1.1721
359,24.84,0,0.252
360,13.08,0,1.1293
361,9.03,0,1.4096
362,1.0,0,4.8416
363,10.35,0,17.3736
364,14.9,0,1.6667
365,154.4,0,2.3511
366,122.36,0,2.3416
367,2.28,0,8.0404
368,6.54,0,1.6732
369,2.6,0,0.9536
370,6.47,0,0.842
371,52.95,0,3.2223
372,0.89,0,1.1681
373,5.99,0,1.8362
374,208.38,0,1.4586
375,32.51,0,1.0569
376,6.51,0,0.7853
377,18.0,0,0.989
378,1.98,0,1.8082
379,70.33,0,1.1991
380,2.69,0,2.73
381,19.29,0,1.1116
382,8.99,0,0.9798
383,109.15,0,3.1816
384,0.0,0,1.3286
385,27.0,0,2.0294
386,2.0,0,1.4608
387,11.64,0,2.4512
388,94.5,0,1.5427
389,2.31,0,1.1819
390,7.89,0,1.3822
391,1.0,0,4.3526
392,11.99,0,1.7009
393,302.1,0,1.7878
394,30.3,0,1.4539
395,8.99,0,0.9692
396,160.0,0,1.3217
397,380.95,0,4.8135
398,156.98,0,2.1787
399,6.54,0,1.6885
400,74.47,0,1.889
401,30.5,0,1.5471
402,85.0,0,3.8666
403,67.36,0,1.1128
404,101.0,0,2.2984
405,4.45,0,0.9814
406,23.88,0,0.857
407,5.0,0,1.1498
408,73.0,0,1.001
409,33.33,0,1.0371
410,6.86,0,1.5446
411,54.75,0,1.5389
412,6.2,0,1.7699
413,12.31,0,2.1839
414,13.99,0,0.9652
415,36.0,0,3.4213
416,1.91,0,3.0789
417,90.0,0,1.1704
418,9.99,0,1.3494
419,2.95,0,7.3108
420,90.0,0,1.5059
421,1.98,0,2.2482
422,379.63,0,1.5377
423,52.9,0,1.9418
424,9.97,0,0.6123
425,60.0,0,1.3971
426,1.0,0,2.6733
427,14.6,0,3.0341
428,7.8,0,1.5884
429,22.09,0,1.7895
430,222.5,0,0.8272
431,11.5,0,1.6245
432,8.58,0,1.3887
433,140.6,0,1.1348
434,493.44,0,1.7756
435,33.26,0,1.6392
436,15.08,0,1.8196
437,68.0,0,2.7459
438,11.46,0,2.2198
439,69.99,0,1.7054
440,19.99,0,1.8108
441,7.69,0,1.948
442,10.0,0,1.376
443,1.79,0,1.7936
444,9.99,0,1.9551
445,29.56,0,3.6081
446,0.77,0,2.8299
447,52.0,0,0.8607
448,0.89,0,1.2532
449,17.24,0,1.6842
450,36.71,0,2.6375
451,2.5,0,2.1076
452,55.76,0,2.4467
453,32.38,0,0.7821
454,0.89,0,0.7382
455,11.34,0,2.0499
456,75.0,0,6.011
457,216.0,0,2.2007
458,1.03,0,3.9248
459,4.8,0,7.6453
460,7.72,0,2.9128
461,2.0,0,11.7633
462,98.0,0,2.6176
463,47.0,0,3.0001
464,0.99,0,0.8793
465,22.0,0,2.5821
466,62.63,0,2.2388
467,197.63,0,1.7786
468,75.83,0,3.1593
469,456.71,0,3.0828
470,6.0,0,2.3677
471,5.0,0,1.7878
472,10.99,0,5.4566
473,204.03,0,11.563
474,3.99,0,0.976
475,12.99,0,2.1921
476,13.99,0,1.6271
477,2.67,0,1.2731
478,12.87,0,1.2541
479,611.76,0,2.6494
480,2.31,0,0.6597
481,11.38,0,1.5623
482,23.88,0,0.9564
483,2.61,0,1.385
484,19.64,0,1.6884
485,20.48,0,2.4307
486,105.87,0,2.61
487,15.0,0,2.7218
488,0.75,0,2.4711
489,17.43,0,2.5039
490,41.64,0,1.689
491,1.29,0,1.1231
492,0.89,0,0.9012
493,79.0,0,2.0499
494,37.92,0,3.038
495,74.22,0,1.3732
496,0.68,0,3.3623
497,9.99,0,2.3608
498,97.47,0,2.723
499,1.29,0,0.8327
500,1.98,0,1.8299
501,1.98,0,2.2114
502,1.0,0,3.0037
503,32.63,0,2.3375
504,1.98,0,0.6091
505,4.79,0,1.3705
506,10.29,0,1.4092
507,1.79,0,1.7302
508,29.18,0,2.4398
509,12.89,0,1.3256
510,4.45,0,1.0042
511,11.39,0,1.6464
512,40.83,0,1.3326
513,85.25,0,2.9599
514,881.13,0,1.6471
515,0.0,0,1.0219
516,9.99,0,2.2592
517,45.38,0,2.3797
518,17.99,0,3.2417
519,16.0,0,3.1248
520,510.22,0,1.2051
521,1.0,0,1.556
522,575.33,0,1.735
523,10.0,0,1.4085
524,12.99,0,1.6097
525,9.99,0,1.6172
526,8.93,0,3.3094
527,29.95,0,3.2957
528,27.7,0,0.8449
529,82.29,0,1.8608
530,64.04,0,1.7595
531,1.0,0,2.5049
532,1.55,0,3.1159
533,15.19,0,1.457
534,0.01,0,2.9361
535,0.0,0,2.0174
536,411.88,0,3.2895
537,52.4,0,0.8138
538,15.0,0,0.7186
539,0.99,0,7.6444
540,27.13,0,1.9454
541,1.98,0,1.6269
542,0.0,1,12.7915
543,46.68,0,2.9164
544,146.25,0,2.4088
545,7.3,0,5.449
546,0.77,0,1.6855
547,72.0,0,2.4719
548,56.09,0,3.321
549,39.77,0,2.902
550,0.89,0,1.3577
551,235.7,0,1.8431
552,10.0,0,3.4626
553,40.0,0,2.2322
554,57.5,0,1.1728
555,30.0,0,1.2281
556,29.99,0,1.3946
557,1.0,0,3.8462
558,24.02,0,2.3304
559,8.61,0,3.3092
560,29.99,0,6.7316
561,0.89,0,1.4465
562,10.69,0,1.2727
563,12.41,0,1.3314
564,1.0,0,1.7619
565,60.92,0,4.9355
566,43.34,0,1.0994
567,3.75,0,1.8311
568,3.59,0,1.3754
569,16.19,0,1.6888
570,4.95,0,0.7025
571,11.36,0,1.052
572,12.98,0,1.2772
573,539.17,0,2.1283
574,246.96,0,0.4426
575,10.0,0,2.454
576,0.0,0,2.0909
577,2.31,0,0.6358
578,30.0,0,2.1283
579,102.13,0,2.4359
580,22.03,0,1.1599
581,34.27,0,2.0267
582,5.31,0,2.3187
583,25.03,0,1.7812
584,15.8,0,2.5212
585,2.0,0,3.2237
586,8.49,0,3.2463
587,3.67,0,2.1289
588,0.77,0,0.7849
589,9.27,0,1.6339
590,50.0,0,2.6771
591,2.23,0,1.4952
592,77.98,0,2.4874
593,46.77,0,1.4043
594,399.07,0,2.0794
595,17.99,0,1.8414
596,64.0,0,1.2738
597,11.99,0,1.1174
598,10.2,0,1.2133
599,75.65,0,1.6648
600,49.98,0,2.6283
601,92.91,0,1.3157
602,9.65,0,16.8807
603,1.98,0,1.0465
604,121.48,0,2.6563
605,2.72,0,1.4477
606,13.0,0,1.3899
607,2.99,0,7.2286
608,6.99,0,1.9531
609,50.78,0,2.8514
610,13.49,0,1.5932
611,79.0,0,3.0337
612,2.85,0,2.5003
613,13.99,0,1.29
614,55.0,0,2.652
615,37.57,0,2.9519
616,1.0,0,2.4681
617,11.99,0,0.7406
618,1.48,0,1.7723
619,7.69,0,2.4108
620,20.0,0,2.6986
621,48.0,0,2.6095
622,0.92,0,1.5166
623,17.57,0,1.3556
624,529.0,1,3.6335
625,59.88,0,2.2793
626,1.0,0,1.16
627,9.51,0,1.0848
628,1.79,0,0.7606
629,10.0,0,1.9373
630,79.0,0,1.8172
631,1.0,0,2.2736
632,0.75,0,9.5512
633,732.0,0,2.3091
634,1015.61,0,2.5754
635,11.5,0,2.5657
636,20.74,0,2.0215
637,4.42,0,1.1968
638,158.0,0,2.564
639,49.9,0,2.0789
640,1.0,0,1.209
641,99.9,0,1.4916
642,7.48,0,3.5765
643,91.76,0,0.9032
644,8.99,0,6.6045
645,64.99,0,0.6803
646,139.75,0,1.4549
647,3.44,0,2.7133
648,254.41,0,1.7259
649,18.45,0,1.8648
650,9.99,0,2.0724
651,10.0,0,1.7908
652,632.4,0,3.2933
653,67.94,0,1.9145
654,54.99,0,1.0354
655,834.84,0,2.4878
656,29.0,0,1.3394
657,16.5,0,0.9685
658,50.99,0,1.8487
659,8.83,0,1.0441
660,5.0,0,0.9997
661,1.98,0,0.5595
662,22.83,0,2.9246
663,92.82,0,2.2919
664,3.0,0,1.5129
665,45.56,0,3.5001
666,268.93,0,3.9764
667,712.82,0,0.8267
668,24.9,0,3.1051
669,2.27,0,1.4102
670,22.77,0,1.3488
671,114.0,0,3.5466
672,6.99,0,0.8484
673,8.28,0,0.6071
674,1.99,0,4.8695
675,35.93,0,1.9918
676,8.93,0,1.3084
677,37.96,0,2.2158
678,80.0,0,1.5853
679,4.69,0,1.613
680,7.0,0,1.5305
681,1.0,0,8.6267
682,64.0,0,2.2251
683,36.61,0,2.5611
684,30.49,0,0.581
685,10.0,0,1.5563
686,59.9,0,1.718
687,4.45,0,1.6548
688,9.99,0,1.4141
689,0.89,0,7.6229
690,69.99,0,1.9596
691,39.05,0,2.7703
692,15.19,0,7.4388
693,42.64,0,2.2406
694,37.89,0,2.2594
695,52.05,0,1.648
696,59.9,0,1.2128
697,79.54,0,3.0014
698,3.71,0,1.1924
699,25.41,0,1.1995
700,1.5,0,3.583
701,1.98,0,0.5097
702,9.72,0,1.1924
703,1.0,0,3.4816
704,12.0,0,3.2615
705,75.17,0,0.7652
706,17.99,0,4.0
707,291.36,0,4.195
708,25.0,0,5.1674
709,8.5,0,0.5364
710,30.41,0,2.7247
711,15.0,0,1.9944
712,0.89,0,0.9092
713,102.0,0,1.0802
714,27.34,0,0.4303
715,158.0,0,1.6394
716,35.64,0,1.4919
717,1.29,0,0.9114
718,1.0,0,1.8094
719,67.1,0,3.688
720,2.98,0,1.8856
721,11.46,0,0.5248
722,3.98,0,1.5962
723,6.85,0,1.2805
724,1.48,0,3.3308
725,24.99,0,1.1791
726,41.96,0,2.2694
727,30.0,0,2.1336
728,530.85,0,1.2899
729,74.22,0,0.51
730,16.83,0,1.3426
731,2.99,0,8.2933
732,2.67,0,1.8164
733,317.25,0,1.332
734,23.97,0,3.0566
735,8.84,0,2.518
736,5.95,0,0.624
737,986.31,0,2.4944
738,10.08,0,0.8733
739,35.95,0,1.0209
740,11.22,0,2.4153
741,206.77,0,3.6798
742,1.0,0,1.5539
743,11.45,0,1.1414
744,3.95,0,1.8345
745,17.68,0,1.1915
746,22.24,0,2.2642
747,9.23,0,1.7828
748,242.15,0,1.7689
749,50.2,0,1.9787
750,8.99,0,1.6778
751,9.99,0,1.0929
752,149.9,0,1.9992
753,0.89,0,1.1697
754,10.99,0,1.6753
755,48.0,0,1.2287
756,9.99,0,2.1687
757,12.9,0,1.4439
758,18.56,0,1.2513
759,15.25,0,1.6267
760,9.99,0,2.6611
761,2.89,0,4.5729
762,8.98,0,1.4266
763,158.0,0,1.4688
764,12.0,0,1.8379
765,131.37,0,3.2709
766,0.76,0,2.3256
767,1.29,0,0.9105
768,26.72,0,2.1636
769,80.0,0,1.5328
770,5.98,0,1.2309
771,12.36,0,1.164
772,13.79,0,0.742
773,145.56,0,1.4919
774,18.0,0,2.4334
775,10.77,0,3.3122
776,4.49,0,0.6394
777,29.56,0,2.7833
778,0.01,0,3.2195
779,275.89,0,4.0599
780,1.0,0,1.2451
781,15.0,0,2.9029
782,50.0,0,1.5323
783,470.88,0,1.778
784,2.69,0,0.963
785,11.46,0,0.8959
786,605.5,0,2.8012
787,0.99,0,1.8854
788,55.61,0,1.2305
789,0.89,0,8.5
790,11.98,0,3.1534
791,2.72,0,1.6577
792,120.02,0,2.8436
793,10.8,0,0.5953
794,79.95,0,1.9023
795,1.79,0,1.0421
796,26.57,0,2.5329
797,10.0,0,1.3835
798,134.7,0,1.6101
799,17.5,0,2.8381
800,69.99,0,1.8009
801,15.0,0,5.4173
802,11.97,0,3.6467
803,69.99,0,3.1632
804,47.85,0,1.6507
805,59.9,0,1.1286
806,174.88,0,0.9804
807,19.98,0,1.0208
808,99.0,0,4.5374
809,8.38,0,1.4759
810,2.68,0,0.896
811,21.5,0,1.7821
812,12.99,0,4.1397
813,24.9,0,1.986
814,25.99,0,3.0967
815,105.16,0,2.0619
816,1.98,0,1.3241
817,1.0,0,2.0822
818,1.78,0,0.64
819,9.99,0,1.4094
820,10.99,0,1.0872
821,30.5,0,0.5876
822,56.0,0,1.8224
823,4.0,0,1.7725
824,223.25,0,1.4465
825,1.98,0,1.7513
826,79.0,0,2.1325
827,57.64,0,1.2411
828,16.98,0,4.6328
829,1.0,0,2.5888
830,24.99,0,2.4021
831,29.35,0,1.6024
832,68.7,0,1.0971
833,29.9,0,1.2457
834,32.51,0,1.0335
835,29.48,0,2.808
836,2.5,0,2.6351
837,37.99,0,2.7816
838,4.88,0,1.1489
839,5.26,0,2.0569
840,25.98,0,3.2016
841,54.8,0,0.8382
842,125.86,0,7.073
843,75.93,0,3.2968
844,589.21,0,0.9962
845,13.99,0,1.3487
846,1.79,0,1.6721
847,114.34,0,1.2527
848,204.0,0,1.8111
849,1.18,0,1.8201
850,23.43,0,2.2993
851,8.99,0,2.5124
852,18.56,0,1.5347
853,28.14,0,2.1216
854,0.77,0,0.7849
855,4.52,0,1.2605
856,12.0,0,0.9373
857,4.95,0,1.392
858,1.0,0,1.0137
859,4.2,0,2.4104
860,4.99,0,1.5209
861,9.9,0,3.2136
862,0.05,0,2.8896
863,15.79,0,2.8005
864,1.0,0,2.4225
865,24.9,0,3.0594
866,1602.99,0,3.2788
867,8.99,0,0.7352
868,7.04,0,1.6296
869,158.0,0,1.7182
870,1.0,0,2.0212
871,1.78,0,0.8906
872,8.9,0,2.2308
873,117.28,0,2.6596
874,15.0,0,3.4244
875,99.0,0,0.8392
876,19.54,0,0.6595
877,60.0,0,3.7119
878,73.0,0,2.4407
879,0.05,0,2.1572
880,13.99,0,1.5485
881,64.63,0,2.2071
882,47.76,0,1.0354
883,3.58,0,2.3274
884,24.9,0,2.6625
885,3.1,0,1.6844
886,1.98,0,1.0899
887,57.7,0,4.5736
888,17.68,0,1.6067
889,42.56,0,1.8868
890,7.95,0,3.2946
891,0.89,0,0.8592
892,94.86,0,0.6926
893,0.05,0,2.6355
894,22.0,0,1.2759
895,0.92,0,1.7952
896,24.9,0,3.2008
897,39.05,0,2.39
898,32.14,0,2.967
899,16.31,0,2.253
900,0.89,0,1.5933
901,15.8,0,3.9057
902,0.05,0,1.8938
903,25.39,0,0.8448
904,24.9,0,2.3131
905,89.95,0,1.3343
906,9.99,0,1.6542
907,287.57,0,2.3222
908,9.99,0,1.0878
909,1.0,0,2.4619
910,217.0,0,1.7204
911,8.91,0,2.5173
912,53.54,0,1.2545
913,64.99,0,1.7344
914,0.05,0,2.7079
915,60.0,0,1.9211
916,10.99,0,2.0469
917,1.98,0,1.5536
918,24.9,0,3.7011
919,0.85,0,0.785
920,64.0,0,2.4107
921,18.0,0,1.7992
922,17.24,0,2.5552
923,22.61,0,2.0055
924,18.56,0,0.4926
925,23.43,0,2.5507
926,15.38,0,3.2619
927,171.32,0,2.6739
928,143.9,0,2.0465
929,24.38,0,1.6397
930,1.29,0,1.5614
931,4.99,0,1.1728
932,6.55,0,1.3595
933,1.0,0,1.1576
934,25.0,0,0.9058
935,9.87,0,2.3581
936,25.0,0,1.3175
937,0.0,0,1.3725
938,12.15,0,0.942
939,0.77,0,1.6878
940,13.98,0,1.4111
941,33.99,0,1.4615
942,24.95,0,2.371
943,0.89,0,2.3607
944,69.97,0,1.6464
945,8.99,0,1.6623
946,5.0,0,2.5561
947,9.99,0,1.0686
948,9.48,0,1.2185
949,467.74,0,1.7263
950,8.96,0,6.0618
951,51.45,0,1.045
952,5.0,0,2.1571
953,1.46,0,10.7472
954,5.0,0,2.5848
955,767.7,0,1.7666
956,87.47,0,2.2108
957,131.95,0,4.5253
958,179.84,0,1.5365
959,0.76,0,3.3934
960,9.44,0,1.0425
961,8.99,0,1.6113
962,4.49,0,1.9058
963,13.94,0,2.9038
964,1.98,0,0.773
965,500.0,0,1.9047
966,5.45,0,1.254
967,9.95,0,1.5894
968,0.89,0,1.4603
969,0.89,0,2.261
970,94.65,0,1.3555
971,10.38,0,6.8428
972,15.15,0,3.4386
973,25.3,0,2.5873
974,1.98,0,1.0966
975,25.85,0,1.3651
976,220.28,0,2.4225
977,9.99,0,0.9381
978,294.95,0,2.1535
979,29.99,0,0.9811
980,8.12,0,1.0491
981,25.95,0,3.1605
982,11.98,0,1.6475
983,16.5,0,2.8835
984,11.5,0,3.1761
985,153.0,0,2.9777
986,138.0,0,0.869
987,0.1,0,2.7111
988,1.29,0,0.9031
989,47.9,0,1.994
990,16.18,0,0.7438
991,82.39,0,1.5142
992,354.85,0,1.3052
993,15.37,0,3.402
994,5.91,0,1.0804
995,14.05,0,1.2611
996,3.9,0,3.8279
997,1.78,0,2.2125
998,30.0,0,6.8493
999,82.37,0,3.1101
1000,8.0,0,1.3793
1001,2.69,0,1.6473
1002,2.5,0,2.086
1003,7.28,0,0.9918
1004,0.99,0,0.7302
1005,2.49,0,1.1695
1006,1.0,0,1.7061
1007,291.38,0,2.544
1008,15.0,0,2.2969
1009,82.39,0,2.8077
1010,792.2,0,1.3666
1011,29.99,0,2.2384
1012,15.0,0,1.4014
1013,29.95,0,0.9435
1014,1.98,0,2.114
1015,16.45,0,2.5763
1016,9.99,0,1.6557
1017,62.85,0,2.5
1018,1.0,0,2.5897
1019,0.89,0,2.9439
1020,0.76,0,3.3653
1021,39.09,0,1.1104
1022,112.38,0,1.4144
1023,1.98,0,1.1586
1024,1.78,0,2.1172
1025,41.4,0,1.7819
1026,8.94,0,1.9103
1027,78.44,0,1.5729
1028,1528.9,0,5.1712
1029,17.87,0,0.946
1030,88.88,0,1.8352
1031,29.0,0,4.8418
1032,237.98,0,1.7727
1033,9.73,0,4.0185
1034,8.0,0,0.8435
1035,1.0,0,1.5124
1036,14.2,0,3.3528
1037,5.07,0,1.5064
1038,37.5,0,2.8557
1039,203.83,0,3.1539
1040,5.42,0,2.5229
1041,9.95,0,1.949
1042,7.69,0,3.3883
1043,11.38,0,1.8377
1044,1.29,0,1.201
1045,197.16,0,3.5881
1046,52.93,0,1.6176
1047,44.91,0,1.5746
1048,3.37,0,9.1401
1049,25.54,0,1.4397
1050,7.82,0,2.3225
1051,9.31,0,5.1287
1052,0.89,0,1.3126
1053,34.6,0,2.2109
1054,7.99,0,1.7669
1055,1.98,0,1.6416
1056,11.99,0,1.4227
1057,34.9,0,2.1565
1058,34.95,0,2.438
1059,1.0,0,5.79
1060,0.0,0,1.7519
1061,13.0,0,1.7303
1062,8.9,0,1.5895
1063,1.0,0,1.437
1064,74.64,0,0.8757
1065,352.89,0,0.8494
1066,45.9,0,1.8551
1067,6.0,0,3.2671
1068,5.35,0,1.6374
1069,9.99,0,2.2328
1070,74.22,0,1.0713
1071,5.8,0,2.0113
1072,8.04,0,1.1401
1073,0.0,0,1.3266
1074,309.0,0,1.5306
1075,82.5,0,1.7076
1076,156.04,0,2.9639
